idx,imdb_id,director
137,tt0112541,Wayne Wang
138,tt0112541,Harvey Wang
139,tt0109370,Michael Moore
140,tt0112642,Brad Silberling
141,tt0112688,Spike Lee
142,tt0112715,Frank Marshall
143,tt0112740,Tony Scott
144,tt0109508,Terry Zwigoff
145,tt0112851,Robert Rodriguez
146,tt0112857,Carl Franklin
147,tt0112864,John McTiernan
148,tt0112887,Gregg Araki
149,tt0113071,Jerry Zucker
150,tt0113114,Dwight H. Little
151,tt0113243,Iain Softley
152,tt0113464,Christopher Ashley
153,tt0113481,Robert Longo
154,tt0113492,Danny Cannon
155,tt0113500,John Fortenberry
156,tt0113540,Larry Clark
157,tt0113677,Tom DiCillo
158,tt0113690,Clive Barker
159,tt0107447,Denys Arcand
160,tt0113729,Antonia Bird
161,tt0113749,Kevin Smith
162,tt0113820,Bryan Spicer
163,tt0110604,Anthony Waller
164,tt0110620,Michael Almereyda
165,tt0113957,Irwin Winkler
166,tt0113986,Chris Columbus
167,tt0114095,Daisy von Scherler Mayer
168,tt0114194,Gregory Widen
169,tt0114241,Norman René
170,tt0114323,Todd Haynes
171,tt0114345,Roland Joffé
172,tt0114436,Paul Verhoeven
173,tt0114478,Wayne Wang
174,tt0114496,Lasse Hallström
175,tt0114508,Roger Donaldson
176,tt0114558,Kathryn Bigelow
177,tt0058450,Jacques Demy
178,tt0114663,Martha Coolidge
179,tt0114702,Agnieszka Holland
180,tt0114682,Beeban Kidron
181,tt0114781,Geoff Murphy
182,tt0114798,Diane Keaton
183,tt0114805,Douglas Keeve
184,tt0114887,Alfonso Arau
185,tt0114898,Kevin Reynolds
186,tt0114928,Desmond Nakano
187,tt0114938,Walter Hill
188,tt0109340,Mike Figgis
189,tt0112602,Greg Beeman
190,tt0111579,Nikita Mikhalkov
191,tt0110882,Milcho Manchevski
192,tt0112471,Richard Linklater
193,tt0112508,Tamra Davis
194,tt0112571,Herbert Ross
195,tt0112757,Peter Horton
196,tt0112643,Stuart Gordon
197,tt0112679,Pat O'Connor
198,tt0109445,Kevin Smith
199,tt0112883,Jeremy Leven
200,tt0109635,Barry Levinson
201,tt0109676,John Badham
202,tt0112854,Jack Baran
203,tt0109579,Roman Polanski
204,tt0109642,Taylor Hackford
205,tt0109686,Peter Farrelly
206,tt0109686,Bobby Farrelly
207,tt0111797,Ang Lee
208,tt0109759,Atom Egoyan
209,tt0109758,Garry Marshall
210,tt0109707,Tim Burton
211,tt0113117,Lawrence Kasdan
212,tt0113097,Billy Crystal
213,tt0113028,Phillip Borsos
214,tt0113198,Kevin Lima
215,tt0113303,Brett Leonard
216,tt0113089,Carlo Carlei
217,tt0109771,Gérard Corbiau
218,tt0113199,Mark Lewis
219,tt0110057,Steve James
220,tt0110005,Peter Jackson
221,tt0110066,Randall Miller
222,tt0110116,Bernard Rose
223,tt0110006,Steven Brill
224,tt0113360,J.F. Lawton
225,tt0110099,Fred Schepisi
226,tt0110148,Neil Jordan
227,tt0113463,James Ivory
228,tt0110189,James Melkonian
229,tt0110216,Ivan Reitman
230,tt0113501,Arne Glimcher
231,tt0113538,Michael Gottlieb
232,tt0113552,Barbet Schroeder
233,tt0076759,George Lucas
234,tt0110367,Gillian Armstrong
235,tt0113670,Alfonso Cuarón
236,tt0110296,Ken Loach
237,tt0103994,Alfonso Arau
238,tt0110322,Edward Zwick
239,tt0110443,Nick Castle
240,tt0107566,Allison Anders
241,tt0110391,Glenn Gordon Caron
242,tt0113691,Stephen Gyllenhaal
243,tt0110428,Nicholas Hytner
244,tt0109836,Kenneth Branagh
245,tt0113755,James Orr
246,tt0110538,Nora Ephron
247,tt0110516,Richard Benjamin
248,tt0110527,Les Mayfield
249,tt0113808,David Frankel
250,tt0113896,Gregory Nava
251,tt0113870,Marc Rocco
252,tt0110684,Robert Benton
253,tt0110638,Michael Apted
254,tt0113967,Nick Gomez
255,tt0117169,Tôru Murakawa
256,tt0106402,Vadim Jean
257,tt0110671,Alan Jacobs
258,tt0110632,Oliver Stone
259,tt0110737,Norman Jewison
260,tt0110729,Lee Tamahori
261,tt0114151,Anne Goursaud
262,tt0114069,Wolfgang Petersen
263,tt0110413,Luc Besson
264,tt0114113,Mira Nair
265,tt0114210,Joshua Brand
266,tt0110912,Quentin Tarantino
267,tt0105652,Ang Lee
268,tt0110889,Antonia Bird
269,tt0110932,Robert Redford
270,tt0114129,Kayo Hatta
271,tt0110963,Patrice Chéreau
272,tt0114214,Sam Raimi
273,tt0114296,Peter Yates
274,tt0110907,Robert Altman
275,tt0111495,Krzysztof Kieslowski
276,tt0108394,Krzysztof Kieslowski
277,tt0111507,Krzysztof Kieslowski
278,tt0114268,Fred Gerber
279,tt0110965,George Mihalka
280,tt0114571,Harold Ramis
281,tt0111333,Richard Rich
282,tt0111112,John Sayles
283,tt0111255,Luis Llosa
284,tt0111282,Roland Emmerich
285,tt0111070,John Pasquin
286,tt0111161,Frank Darabont
287,tt0111149,Danny Boyle
288,tt0108260,Scott McGehee
289,tt0108260,David Siegel
290,tt0106966,Tomás Gutiérrez Alea
291,tt0106966,Juan Carlos Tabío
292,tt0114594,George Huang
293,tt0111309,Geoff Burton
294,tt0111309,Kevin Dowling
295,tt0113936,Kelly Makin
296,tt0110081,Yimou Zhang
297,tt0114614,Rachel Talalay
298,tt0114608,Ernest R. Dickerson
299,tt0111280,David Carson
300,tt0114609,Rusty Cundieff
301,tt0111454,Brian Gilbert
302,tt0114852,John Carpenter
303,tt0114694,Peter Segal
304,tt0111590,Louis Malle
305,tt0114788,Steven Soderbergh
306,tt0114888,Preston A. Whitmore II
307,tt0108550,Lasse Hallström
308,tt0114857,Brett Leonard
309,tt0114924,Jon Turteltaub
310,tt0111667,Jon Avnet
311,tt0109655,Mina Shum
312,tt0110598,P.J. Hogan
313,tt0112435,Melanie Mayron
314,tt0109040,Tom Shadyac
315,tt0109045,Stephan Elliott
316,tt0106339,Iain Softley
317,tt0104779,Roman Polanski
318,tt0109348,Woody Allen
319,tt0109444,Phillip Noyce
320,tt0109446,Joel Schumacher
321,tt0109484,Jessie Nelson
322,tt0109504,Spike Lee
323,tt0109506,Alex Proyas
324,tt0109450,Ron Shelton
325,tt0109813,Brian Levant
326,tt0109830,Robert Zemeckis
327,tt0109831,Mike Newell
328,tt0113305,John Singleton
329,tt0110091,Darnell Martin
330,tt0110093,Charles Shyer
331,tt0110167,Andrew Bergman
332,tt0110213,Stephen Sommers
333,tt0107472,Ray Müller
334,tt0107472,Ray Müller
335,tt0110357,Roger Allers
336,tt0110357,Rob Minkoff
337,tt0107426,Bernardo Bertolucci
338,tt0111686,Wes Craven
339,tt0110475,Chuck Russell
340,tt0110478,Richard Donner
341,tt0110588,Alan Rudolph
342,tt0110622,Peter Segal
343,tt0110771,Ron Howard
344,tt0110950,Ben Stiller
345,tt0105226,John Dahl
346,tt0110989,Donald Petrie
347,tt0110997,Curtis Hanson
348,tt0111257,Jan de Bont
349,tt0111256,Ron Underwood
350,tt0111438,Peter Hyams
351,tt0111503,James Cameron
352,tt0111693,Luis Mandoki
353,tt0111742,Mike Nichols
354,tt0111756,Lawrence Kasdan
355,tt0112443,Damian Harris
356,tt0110455,Suri Krishnamma
357,tt0111048,Jefery Levy
358,tt0110399,Keenen Ivory Wayans
359,tt0112570,Robert Lee King
360,tt0112570,Raoul O'Connell
361,tt0112570,Brian Sloan
362,tt0109454,Yves Angelo
363,tt0059170,Russ Meyer
364,tt0110186,Doug McHenry
365,tt0111301,Steven E. de Souza
366,tt0110027,Andrew Morahan
367,tt0109785,Michael Corrente
368,tt0113409,John Carpenter
369,tt0109021,John G. Avildsen
370,tt0109035,Jeff Pollack
371,tt0106220,Barry Sonnenfeld
372,tt0106226,Martin Scorsese
373,tt0109068,Michael Lehmann
374,tt0109067,Paul Michael Glaser
375,tt0106292,John Badham
376,tt0109198,Jonathan Kaplan
377,tt0109219,Whit Stillman
378,tt0106379,Bill Forsyth
379,tt0106400,Penelope Spheeris
380,tt0109254,John Landis
381,tt0109279,Caroline Thompson
382,tt0109297,Michael Apted
383,tt0109303,Stephen Hopkins
384,tt0109305,William Friedkin
385,tt0109306,Tony Richardson
386,tt0106452,Abel Ferrara
387,tt0106471,Jennifer Lynch
388,tt0106489,Robert De Niro
389,tt0109361,Adam Resnick
390,tt0106505,John Whitesell
391,tt0106519,Brian De Palma
392,tt0109439,Paul Weiland
393,tt0109443,Mick Jackson
394,tt0106582,Renny Harlin
395,tt0106598,Steve Barron
396,tt0109456,Richard Rush
397,tt0109480,Michael Ritchie
398,tt0109493,Gregg Champion
399,tt0106673,Ivan Reitman
400,tt0106677,Richard Linklater
401,tt0106697,Marco Brambilla
402,tt0106834,Gus Van Sant
403,tt0106873,Carl Reiner
404,tt0106332,Kaige Chen
405,tt0106881,Peter Weir
406,tt0106880,Rusty Cundieff
407,tt0111732,Alek Keshishian
408,tt0106926,Steve Kloves
409,tt0111712,John Irvin
410,tt0106941,Barry Sonnenfeld
411,tt0106918,Sydney Pollack
412,tt0106965,Simon Wincer
413,tt0109842,Boaz Yakin
414,tt0106977,Andrew Davis
415,tt0107004,Walter Hill
416,tt0109890,Roger Donaldson
417,tt0109891,Howard Deutch
418,tt0109913,Rose Troche
419,tt0107076,John Woo
420,tt0107144,Jim Abrahams
421,tt0113674,Julianna Lavin
422,tt0112966,Christopher Monger
423,tt0107151,Bille August
424,tt0110064,Eric Meza
425,tt0110074,Joel Coen
426,tt0110074,Ethan Coen
427,tt0110123,Daniel Petrie Jr.
428,tt0107206,Wolfgang Petersen
429,tt0107207,Jim Sheridan
430,tt0110137,Matty Rich
431,tt0108551,Brian Gibson
432,tt0110197,Barry Levinson
433,tt0107286,Stephen Hopkins
434,tt0107290,Steven Spielberg
435,tt0107302,Dominic Sena
436,tt0110265,Roger Avary
437,tt0110305,Daniel Petrie
438,tt0107362,John McTiernan
439,tt0107413,James Lapine
440,tt0110353,Simon Wincer
441,tt0107468,David Cronenberg
442,tt0107478,Richard Benjamin
443,tt0107497,Harold Becker
444,tt0107501,Mel Gibson
445,tt0107507,Woody Allen
446,tt0107554,Albert Hughes
447,tt0107554,Allen Hughes
448,tt0116253,Stuart Baird
449,tt0074102,Nagisa Ôshima
450,tt0111689,Tom Noonan
451,tt0107616,Kenneth Branagh
452,tt0107613,Anthony Minghella
453,tt0107614,Chris Columbus
454,tt0107653,Mike Leigh
455,tt0110657,Christopher Cain
456,tt0110678,Martin Campbell
457,tt0110687,Rob Reiner
458,tt0107756,Sally Potter
459,tt0107808,Clint Eastwood
460,tt0107818,Jonathan Demme
461,tt0107822,Jane Campion
462,tt0107840,John Singleton
463,tt0107889,David S. Ward
464,tt0111003,Stuart Orme
465,tt0110939,Mel Smith
466,tt0110955,Ted Demme
467,tt0107943,James Ivory
468,tt0110971,Penny Marshall
469,tt0107969,Philip Kaufman
470,tt0111001,Alan Parker
471,tt0107978,Fred Dekker
472,tt0107977,Mel Brooks
473,tt0107983,Peter Medak
474,tt0105275,Geoffrey Wright
475,tt0108000,Victor Nunez
476,tt0108002,David Anspaugh
477,tt0105032,Cyril Collard
478,tt0108052,Steven Spielberg
479,tt0111094,Michael Ritchie
480,tt0108065,Steven Zaillian
481,tt0108071,Agnieszka Holland
482,tt0111127,John Waters
483,tt0111143,Russell Mulcahy
484,tt0108101,Richard Attenborough
485,tt0108122,Robert Altman
486,tt0111194,Gillies MacKinnon
487,tt0111201,John Duigan
488,tt0108149,Fred Schepisi
489,tt0108160,Nora Ephron
490,tt0108162,Phillip Noyce
491,tt0083658,Ridley Scott
492,tt0108186,Steve Rash
493,tt0108174,Thomas Schlamme
494,tt0108238,Rowdy Herrington
495,tt0108255,Annabel Jankel
496,tt0108255,Rocky Morton
497,tt0111323,Ernest R. Dickerson
498,tt0111400,Deran Sarafian
499,tt0108328,François Girard
500,tt0111418,Andrew Fleming
501,tt0107688,Henry Selick
502,tt0108333,Stephen Herek
503,tt0108358,George P. Cosmatos
504,tt0108358,Kevin Jarre
505,tt0108399,Tony Scott
506,tt0108515,Chris Hegedus
507,tt0108515,D.A. Pennebaker
508,tt0110763,Pixote Hunt
509,tt0110763,Joe Johnston
510,tt0114906,Todd Solondz
511,tt0107002,Claude Berri
512,tt0109403,Dennis Hopper
513,tt0107315,Pedro Almodóvar
514,tt0106408,Gurinder Chadha
515,tt0110363,Andrew Scheinman
516,tt0107225,Lina Wertmüller
517,tt0111252,David O. Russell
518,tt0109120,George Miller
519,tt0108059,Ricky Tognazzi
520,tt0110892,Michael Austin
521,tt0112651,Rob Epstein
522,tt0112651,Jeffrey Friedman
523,tt0109382,Nanni Moretti
524,tt0112572,Betty Thomas
525,tt0099785,Chris Columbus
526,tt0099653,Jerry Zucker
527,tt0103639,Ron Clements
528,tt0103639,John Musker
529,tt0103064,James Cameron
530,tt0099348,Kevin Costner
531,tt0096895,Tim Burton
532,tt0102926,Jonathan Demme
533,tt0029583,William Cottrell
534,tt0029583,David Hand
535,tt0029583,Wilfred Jackson
536,tt0029583,Larry Morey
537,tt0029583,Perce Pearce
538,tt0029583,Ben Sharpsteen
539,tt0101414,Gary Trousdale
540,tt0101414,Kirk Wise
541,tt0032910,Norman Ferguson
542,tt0032910,T. Hee
543,tt0032910,Wilfred Jackson
544,tt0032910,Jack Kinney
545,tt0032910,Hamilton Luske
546,tt0032910,Bill Roberts
547,tt0032910,Ben Sharpsteen
548,tt0100405,Garry Marshall
549,tt0065214,Sam Peckinpah
550,tt0110395,C.M. Talkington
551,tt0109934,Jean Bach
552,tt0117247,Michael Hoffman
553,tt0112625,Bill Condon
554,tt0116282,Joel Coen
555,tt0116282,Ethan Coen
556,tt0116552,David R. Ellis
557,tt0082509,Gerald Potterton
558,tt0082509,John Bruno
559,tt0082509,John Halas
560,tt0082509,Julian Harris
561,tt0082509,Jimmy T. Murakami
562,tt0082509,Barrie Nelson
563,tt0082509,Paul Sabella
564,tt0082509,Jack Stokes
565,tt0082509,Pino Van Lamsweerde
566,tt0082509,Harold Whitaker
567,tt0116514,Kevin Yagher
568,tt0117283,Matt Reeves
569,tt0116684,Franco Zeffirelli
570,tt0070506,Franco Brusati
571,tt0065421,Wolfgang Reitherman
572,tt0113083,Pedro Almodóvar
573,tt0118001,Fernando Trueba
574,tt0116165,Bill Couturié
575,tt0117891,Martin Lawrence
576,tt0113613,Stacy Title
577,tt0117381,Gregory Hoblit
578,tt0115509,Larry Leker
579,tt0115509,Paul Sabella
580,tt0114671,Ken Loach
581,tt0112844,Hal Salwen
582,tt0114658,Jonathan R. Betuel
583,tt0116275,Richard Pearce
584,tt0113122,Todd Verow
585,tt0117608,Jonathan Lynn
586,tt0113448,Tim Sullivan
587,tt0116414,Spike Lee
588,tt0116095,Jeremiah S. Chechik
589,tt0113947,Claude Sautet
590,tt0115956,Edward Zwick
591,tt0117060,Brian De Palma
592,tt0109028,Friðrik Þór Friðriksson
593,tt0117071,Pen Densham
594,tt0116136,Rob Cohen
595,tt0116168,Steve Rash
596,tt0116683,Henry Selick
597,tt0116287,James Foley
598,tt0116768,Kelly Makin
599,tt0114787,Emir Kusturica
600,tt0112536,Alan Mehrez
601,tt0112536,Philip Tan
602,tt0048473,Satyajit Ray
603,tt0052572,Satyajit Ray
604,tt0117128,Jim Mallon
605,tt0117705,Joe Pytka
606,tt0062711,Roger Vadim
607,tt0108181,George Hickenlooper
608,tt0114307,Peter Yates
609,tt0058898,Jean-Luc Godard
610,tt0113443,Randal Kleiser
611,tt0114048,Simon Wincer
612,tt0117104,Richard Benjamin
613,tt0117688,Norberto Barba
614,tt0117774,Robert Mandel
615,tt0114736,Pat Verducci
616,tt0116289,Steven Baigelman
617,tt0109593,Zalman King
618,tt0112368,Patrick Read Johnson
619,tt0115742,Stacy Cochran
620,tt0117420,Jean-Claude Van Damme
621,tt0117784,Steve Gomer
622,tt0117107,Lee Tamahori
623,tt0117979,Michael Lehmann
624,tt0095776,George Scribner
625,tt0115851,Tom DeCerchio
626,tt0116322,Alan Shapiro
627,tt0116322,Shelly Hatton
628,tt0112817,Jim Jarmusch
629,tt0113362,Jean-Paul Rappeneau
630,tt0108500,Jean-Marie Poiré
631,tt0117108,Harold Ramis
632,tt0118114,Nick Park
633,tt0113270,Brett Thompson
634,tt0115963,Andrew Fleming
635,tt0116448,Reginald Hudlin
636,tt0116827,Bruce Beresford
637,tt0112701,John Schlesinger
638,tt0116508,Phil Joanou
639,tt0117500,Michael Bay
640,tt0109592,Michele Soavi
641,tt0117998,Jan de Bont
642,tt0115624,David Hogan
643,tt0113568,Mamoru Oshii
644,tt0117894,Tom Holland
645,tt0117723,Rick Friedberg
646,tt0112691,Nick Park
647,tt0117768,John Landis
648,tt0115571,David Twohy
649,tt0057012,Stanley Kubrick
650,tt0109688,Kar-Wai Wong
651,tt0110480,Freida Lee Mock
652,tt0108211,Joseph Vilsmaier
653,tt0117331,Simon Wincer
654,tt0117765,Andrew Bergman
655,tt0113280,James Mangold
656,tt0116669,Francis Ford Coppola
657,tt0116594,Mary Harron
658,tt0070820,Djibril Diop Mambéty
659,tt0063715,Federico Fellini
660,tt0063715,Louis Malle
661,tt0063715,Roger Vadim
662,tt0117951,Danny Boyle
663,tt0118523,Scott Winant
664,tt0116629,Roland Emmerich
665,tt0117737,Bernardo Bertolucci
666,tt0116277,Tony Scott
667,tt0116583,Gary Trousdale
668,tt0116583,Kirk Wise
669,tt0115798,Ben Stiller
670,tt0116778,Bobby Farrelly
671,tt0116778,Peter Farrelly
672,tt0116213,Chuck Russell
673,tt0117218,Tom Shadyac
674,tt0111546,Lucian Pintilie
675,tt0113610,Yale Strom
676,tt0111237,Alexandre Rockwell
677,tt0116040,Rob Cohen
678,tt0116365,Peter Jackson
679,tt0116905,John Sayles
680,tt0116493,Bronwen Hughes
681,tt0117333,Jon Turteltaub
682,tt0118113,Nicole Holofcener
683,tt0117628,Edward Burns
684,tt0117913,Joel Schumacher
685,tt0115530,Michael Corrente
686,tt0115493,Fraser C. Heston
687,tt0116320,Kevin Hooks
688,tt0116756,Paul Michael Glaser
689,tt0116823,Howard Franklin
690,tt0118073,Arlene Sanford
691,tt0061495,Éric Rohmer
692,tt0110246,Peter Sehr
693,tt0115472,Steve Barron
694,tt0116707,John Payson
695,tt0116313,Hugh Wilson
696,tt0117438,Ron Howard
697,tt0116531,Hart Bochner
698,tt0116353,Annette Haywood-Carter
699,tt0115857,Andrew Davis
700,tt0117008,Danny DeVito
701,tt0116191,Douglas McGrath
702,tt0115986,Tim Pope
703,tt0116571,Harry Winer
704,tt0053459,Georges Franju
705,tt0117826,Gilbert Adler
706,tt0117718,Lee David Zlotoff
707,tt0116225,John Carpenter
708,tt0115632,Julian Schnabel
709,tt0117918,Ron Shelton
710,tt0068646,Francis Ford Coppola
711,tt0104558,Stanley Tong
712,tt0115736,Lana Wachowski
713,tt0115736,Lilly Wachowski
714,tt0115836,Arthur Hiller
715,tt0116745,Robert Altman
716,tt0119214,Christopher Cain
717,tt0110693,Izidore K. Musallam
718,tt0106544,Stanley Tong
719,tt0120004,Peter Hyams
720,tt0116654,John Frankenheimer
721,tt0116654,Richard Stanley
722,tt0116311,David Mickey Evans
723,tt0117965,David Koepp
724,tt0115725,Norman Jewison
725,tt0115783,Ernest R. Dickerson
726,tt0113596,Roy Allen Smith
727,tt0109001,Theo van Gogh
728,tt0113253,Joe Chappelle
729,tt0117991,Trevor Nunn
730,tt0117093,Keith Gordon
731,tt0111019,André Téchiné
732,tt0035896,Sam Wood
733,tt0032904,George Cukor
734,tt0045152,Stanley Donen
735,tt0045152,Gene Kelly
736,tt0043278,Vincente Minnelli
737,tt0050419,Stanley Donen
738,tt0054698,Blake Edwards
739,tt0052357,Alfred Hitchcock
740,tt0047396,Alfred Hitchcock
741,tt0025316,Frank Capra
742,tt0036855,George Cukor
743,tt0025164,Mark Sandrich
744,tt0053125,Alfred Hitchcock
745,tt0053604,Billy Wilder
746,tt0053291,Billy Wilder
747,tt0056923,Stanley Donen
748,tt0034583,Michael Curtiz
749,tt0033870,John Huston
750,tt0058385,George Cukor
751,tt0047437,Billy Wilder
752,tt0046250,William Wyler
753,tt0031580,Walter Lang
754,tt0031580,William A. Seiter
755,tt0037059,Vincente Minnelli
756,tt0032138,Victor Fleming
757,tt0032138,George Cukor
758,tt0032138,Mervyn LeRoy
759,tt0032138,Norman Taurog
760,tt0032138,Richard Thorpe
761,tt0032138,King Vidor
762,tt0031381,Victor Fleming
763,tt0031381,George Cukor
764,tt0031381,Sam Wood
765,tt0084370,Richard Benjamin
766,tt0043014,Billy Wilder
767,tt0033467,Orson Welles
768,tt0062622,Stanley Kubrick
769,tt0042192,Joseph L. Mankiewicz
770,tt0032143,George Cukor
771,tt0032976,Alfred Hitchcock
772,tt0032484,Alfred Hitchcock
773,tt0038787,Alfred Hitchcock
774,tt0038109,Alfred Hitchcock
775,tt0050105,Leo McCarey
776,tt0048728,Alfred Hitchcock
777,tt0042451,Vincente Minnelli
778,tt0045537,Vincente Minnelli
779,tt0031725,Ernst Lubitsch
780,tt0050658,Billy Wilder
781,tt0051658,Vincente Minnelli
782,tt0051658,Charles Walters
783,tt0029843,Michael Curtiz
784,tt0029843,William Keighley
785,tt0032762,Rouben Mamoulian
786,tt0037008,Otto Preminger
787,tt0039420,Joseph L. Mankiewicz
788,tt0029162,Frank Capra
789,tt0027125,Mark Sandrich
790,tt0035446,Ernst Lubitsch
791,tt0028010,Gregory La Cava
792,tt0049261,George Stevens
793,tt0048028,Elia Kazan
794,tt0025878,W.S. Van Dyke
795,tt0032599,Howard Hawks
796,tt0048960,Michael Anderson
797,tt0048960,John Farrow
798,tt0038650,Frank Capra
799,tt0031679,Frank Capra
800,tt0029947,Howard Hawks
801,tt0034012,George Stevens
802,tt0025586,John Cromwell
803,tt0027893,John Cromwell
804,tt0041509,Henry Koster
805,tt0026029,Alfred Hitchcock
806,tt0114007,Thaddeus O'Sullivan
807,tt0118927,Darrell Roodt
808,tt0117357,Richard Schenkman
809,tt0116329,Carroll Ballard
810,tt0118742,Lance Young
811,tt0116442,Allison Anders
812,tt0117011,Ringo Lam
813,tt0117039,Neil Jordan
814,tt0116635,Matthew Broderick
815,tt0115678,Campbell Scott
816,tt0115678,Stanley Tucci
817,tt0116830,Walter Hill
818,tt0117603,F. Gary Gray
819,tt0115438,John Herzfeld
820,tt0116259,Michael Apted
821,tt0116421,John Gray
822,tt0116000,Robert Lieberman
823,tt0115862,James Foley
824,tt0107131,Duwayne Dunham
825,tt0106611,Jon Turteltaub
826,tt0109127,William Dear
827,tt0102798,Kevin Reynolds
828,tt0116361,Matthew Bright
829,tt0104692,Brett Leonard
830,tt0117582,Christopher Hampton
831,tt0117589,Mike Leigh
832,tt0117887,Tom Hanks
833,tt0117924,Michael Pressman
834,tt0115640,Hettie Macdonald
835,tt0116908,Renny Harlin
836,tt0116409,Stephen Hopkins
837,tt0116913,Al Pacino
838,tt0117958,Steve Buscemi
839,tt0117202,John McNaughton
840,tt0116404,Spike Lee
841,tt0120107,George P. Cosmatos
842,tt0116722,Michael Winterbottom
843,tt0116242,Woody Allen
844,tt0117509,Baz Luhrmann
845,tt0117802,Doug Liman
846,tt0117665,Barry Levinson
847,tt0115491,Tad Stones
848,tt0105236,Quentin Tarantino
849,tt0103772,Paul Verhoeven
850,tt0101761,Oliver Stone
